Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.29  6229.64 2727.28  883.02 44306.04 25708.87    19.39     1.07    0.30   0.04  14.39
sdc               0.07     0.01    0.21    0.17     2.70     5.75    22.03     0.00    1.40   0.98   0.04
sde               0.07  3212.63 2727.55  360.09 44491.01 25226.02    22.58     0.94    0.31   0.04  13.89
sdd               0.07  2715.97 2725.35  325.33 43299.04 23727.42    21.97     0.92    0.30   0.04  13.72
sdf               0.07  2494.43 2725.30  286.18 43267.98 22163.59    21.73     1.26    0.42   0.05  14.07
sda               0.27     3.30    0.87    1.22    36.28    36.17    34.73     0.15   72.57   3.44   0.72
dm-0              0.00     0.00    1.01    4.52    35.88    36.17    13.04     0.60  108.40   1.29   0.72
dm-1              0.00     0.00    0.01    0.00     0.07     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 10901.43 6246.25 173287.44 80754.90    14.81     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.29  6246.39 2705.28 1016.47 43948.57 27161.89    19.11     1.21    0.33   0.04  14.94
sdc               0.07     0.01    0.21    0.17     2.67     5.73    21.94     0.00    1.39   0.97   0.04
sde               0.07  3253.64 2705.54  477.28 44132.05 26518.69    22.20     1.01    0.32   0.05  14.43
sdd               0.07  2761.02 2703.37  456.13 42949.69 25139.14    21.55     1.01    0.32   0.05  14.27
sdf               0.07  2541.29 2703.31  402.87 42918.88 23472.58    21.37     1.35    0.44   0.05  14.66
sda               0.27     3.28    0.86    1.22    35.99    35.98    34.65     0.15   72.35   3.45   0.72
dm-0              0.00     0.00    1.00    4.50    35.59    35.98    13.02     0.59  108.19   1.30   0.72
dm-1              0.00     0.00    0.01    0.00     0.06     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 10813.47 6976.79 171889.32 86350.85    14.52     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  8216.28    0.00 17313.23     0.00 204202.40    11.79    18.94    1.10   0.05  82.67
sdc               0.00     0.03    0.00    0.37     0.00     3.28     8.95     0.00    0.41   0.14   0.01
sde               0.00  8207.08    0.00 14812.65     0.00 184157.87    12.43    10.79    0.73   0.05  81.15
sdd               0.00  8213.07    0.00 16733.52     0.00 199572.67    11.93    13.74    0.83   0.05  81.38
sdf               0.00  8212.10    0.00 14688.55     0.00 183205.20    12.47    13.35    0.91   0.06  88.13
sda               0.00     0.55    0.00    1.03     0.00    12.67    12.26     0.02   14.79   7.06   0.73
dm-0              0.00     0.00    0.00    1.58     0.00    12.67     8.00     0.02   14.73   4.61   0.73
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 96392.88     0.00 771142.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  8181.00    0.00 17274.48     0.00 203610.13    11.79    15.74    0.92   0.05  82.75
sdc               0.00     0.03    0.00    0.47     0.00     4.03     8.64     0.00    0.00   0.00   0.00
sde               0.00  8167.02    0.00 14779.02     0.00 183568.27    12.42     8.78    0.60   0.05  80.85
sdd               0.00  8177.32    0.00 16713.28     0.00 199124.80    11.91    11.03    0.66   0.05  81.43
sdf               0.00  8174.53    0.00 14667.57     0.00 182736.80    12.46    11.36    0.78   0.06  88.19
sda               0.00     0.58    0.00    1.12     0.00    13.60    12.18     0.02   15.70   6.90   0.77
dm-0              0.00     0.00    0.00    1.70     0.00    13.60     8.00     0.03   15.98   4.53   0.77
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 96130.73     0.00 769046.00     8.00     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.28  6263.02 2674.22 1205.53 43444.13 29162.18    18.71     1.38    0.36   0.04  15.73
sdc               0.07     0.02    0.21    0.18     2.64     6.22    23.09     0.00    1.39   0.96   0.04
sde               0.06  3304.55 2674.48  648.23 43625.50 28331.73    21.66     1.10    0.34   0.05  15.20
sdd               0.07  2817.63 2672.34  646.76 42456.71 27123.94    20.96     1.13    0.34   0.05  15.05
sdf               0.07  2600.43 2672.28  573.12 42426.26 25308.69    20.87     1.47    0.46   0.05  15.51
sda               0.27     3.24    0.85    1.21    35.58    35.71    34.52     0.15   72.03   3.47   0.72
dm-0              0.00     0.00    0.99    4.46    35.18    35.71    13.01     0.59  107.88   1.31   0.72
dm-1              0.00     0.00    0.01    0.00     0.06     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 10689.35 7997.76 169916.36 94168.09    14.13     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.14  3179.90 1553.57 1155.58 23624.04 19672.18    15.98     0.99    0.37   0.04  11.65
sdc               0.04     0.02    0.11    0.23     1.34     9.84    33.42     0.00    1.02   0.61   0.02
sde               0.03  1677.81 1553.67  872.63 23715.91 19250.63    17.71     0.68    0.29   0.05  11.09
sdd               0.03  1430.59 1552.63  871.87 23122.86 18637.32    17.22     0.69    0.29   0.05  11.00
sdf               0.03  1320.31 1552.59  834.53 23107.29 17716.02    17.10     1.00    0.43   0.05  11.69
sda               0.14     1.89    0.43    1.11    18.06    24.01    27.36     0.08   54.00   4.72   0.73
dm-0              0.00     0.00    0.50    3.00    17.86    24.01    11.96     0.31   88.51   2.07   0.73
dm-1              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.02     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 6210.44 6234.74 92536.26 67275.18    12.84     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.14  3177.90 1570.76 1154.85 23754.51 19659.81    15.93     0.99    0.37   0.04  11.70
sdc               0.04     0.02    0.11    0.23     1.34     9.83    33.39     0.00    1.02   0.60   0.02
sde               0.03  1676.75 1570.86  872.08 23846.34 19238.52    17.64     0.68    0.28   0.05  11.15
sdd               0.03  1429.69 1569.82  871.32 23253.65 18625.60    17.16     0.69    0.29   0.05  11.06
sdf               0.03  1319.48 1569.81  834.00 23238.32 17704.88    17.03     1.01    0.42   0.05  11.75
sda               0.14     1.89    0.43    1.11    18.05    24.00    27.35     0.08   53.98   4.72   0.73
dm-0              0.00     0.00    0.50    3.00    17.85    24.00    11.96     0.31   88.48   2.07   0.73
dm-1              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.02     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 6279.23 6230.81 93059.63 67232.87    12.81     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.14  3164.91 1682.85 1150.13 24605.50 19579.43    15.60     1.02    0.36   0.04  12.06
sdc               0.04     0.02    0.10    0.23     1.34    10.07    34.03     0.00    1.02   0.60   0.02
sde               0.03  1669.90 1682.95  868.51 24696.88 19159.86    17.19     0.70    0.28   0.05  11.51
sdd               0.03  1423.85 1681.91  867.76 24106.68 18549.44    16.73     0.71    0.28   0.04  11.42
sdf               0.03  1314.09 1681.89  830.59 24091.35 17632.49    16.61     1.03    0.42   0.05  12.11
sda               0.13     1.89    0.43    1.11    17.98    23.96    27.31     0.08   53.88   4.73   0.73
dm-0              0.00     0.00    0.50    2.99    17.78    23.96    11.95     0.31   88.33   2.08   0.73
dm-1              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.02     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 6727.60 6205.34 96471.44 66957.99    12.64     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.33 28890.82    0.77 231126.53     8.13     8.00     7.72    0.27   0.03  99.78
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00     0.00 28873.83    0.07 230990.67     0.53     8.00     4.58    0.16   0.03  98.87
sdd               0.00     0.07 28873.15    0.03 230985.20     0.80     8.00     4.54    0.16   0.03  98.89
sdf               0.00     0.00 28875.40    0.00 231003.20     0.00     8.00     7.31    0.26   0.03  99.72
sda               0.00   203.33    0.25   10.18    41.33  1708.13   167.68     0.74   71.18   5.47   5.71
dm-0              0.00     0.00    0.25  213.52    41.33  1708.13     8.18    30.24  141.45   0.27   5.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 115513.10    1.18 924104.80     9.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.25 28996.47    0.77 231971.73     7.20     8.00     7.74    0.27   0.03  99.80
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.03 29030.15    0.08 232241.33     0.93     8.00     4.59    0.16   0.03  98.98
sdd               0.00     0.03 29021.72    0.07 232173.73     0.80     8.00     4.58    0.16   0.03  99.01
sdf               0.00     0.00 29069.52    0.00 232556.13     0.00     8.00     7.30    0.26   0.03  99.73
sda               0.00     0.65    0.00    0.85     0.00    12.00    14.12     0.01   14.71   8.53   0.72
dm-0              0.00     0.00    0.00    1.50     0.00    12.00     8.00     0.02   15.02   4.83   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 116117.80    1.12 928942.40     8.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02 30061.42    0.52 240491.33     3.87     8.00     8.09    0.27   0.03  99.72
sdc               0.00     0.05    0.00    0.52     0.00     5.07     9.81     0.00    0.32   0.13   0.01
sde               0.00     0.03 28141.88    0.07 225134.93     0.80     8.00     4.43    0.16   0.04  98.64
sdd               0.00     0.00 28779.83    0.08 230238.67     0.67     8.00     4.51    0.16   0.03  98.77
sdf               0.00     0.00 27935.72    0.00 223485.73     0.00     8.00     7.00    0.26   0.04  99.68
sda               0.00     0.68    0.00    1.17     0.00    14.80    12.69     0.02   18.36   6.53   0.76
dm-0              0.00     0.00    0.00    1.85     0.00    14.80     8.00     0.03   17.26   4.12   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 114919.10    0.67 919352.53     5.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.08 28143.55    0.20 225148.40     2.00     8.00     7.26    0.26   0.04  99.69
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00     0.00 30036.23    0.03 240289.87     0.27     8.00     4.80    0.16   0.03  99.05
sdd               0.00     0.03 29364.82    0.05 234918.53     0.67     8.00     4.66    0.16   0.03  98.97
sdf               0.00     0.00 30105.20    0.00 240841.60     0.00     8.00     7.43    0.25   0.03  99.72
sda               0.00     0.45    0.00    0.73     0.00     9.47    12.91     0.01   11.57   7.00   0.51
dm-0              0.00     0.00    0.00    1.18     0.00     9.47     8.00     0.01   12.24   4.34   0.51
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 117649.67    0.37 941197.60     2.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02 28815.52    0.20 230524.13     1.47     8.00     7.74    0.27   0.03  99.79
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.00 28811.82    0.08 230494.67     0.67     8.00     4.52    0.16   0.03  98.87
sdd               0.00     0.05 28847.60    0.12 230780.80     1.33     8.00     4.53    0.16   0.03  99.00
sdf               0.00     0.00 28855.02    0.02 230840.13     0.13     8.00     7.25    0.26   0.03  99.75
sda               0.00     0.35    0.00    1.03     0.00    11.07    10.71     0.01   13.10   6.85   0.71
dm-0              0.00     0.00    0.00    1.38     0.00    11.07     8.00     0.02   13.87   5.12   0.71
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 115329.80    0.45 922638.40     3.60     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.00 28994.38    0.08 231955.07     0.53     8.00     7.71    0.27   0.03  99.77
sdc               0.00     0.02    0.00    0.45     0.00     3.70     8.22     0.00    0.07   0.04   0.00
sde               0.00     0.02 29001.17    0.07 232009.20     0.67     8.00     4.53    0.16   0.03  98.83
sdd               0.00     0.02 29013.43    0.07 232107.47     0.67     8.00     4.51    0.16   0.03  98.93
sdf               0.00     0.00 29055.68    0.08 232445.47     0.67     8.00     7.29    0.26   0.03  99.72
sda               0.00     0.60    0.00    1.02     0.00    12.93    12.72     0.01   14.00   7.38   0.75
dm-0              0.00     0.00    0.00    1.62     0.00    12.93     8.00     0.02   13.95   4.64   0.75
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 116064.80    0.32 928518.27     2.53     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.00 28910.37    0.07 231282.93     0.27     8.00     7.77    0.27   0.03  99.79
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00     0.02 28902.78    0.05 231222.27     0.53     8.00     4.56    0.16   0.03  98.92
sdd               0.00     0.05 28894.57    0.13 231156.53     1.47     8.00     4.54    0.16   0.03  98.81
sdf               0.00     0.05 28900.90    0.03 231207.20     0.67     8.00     7.25    0.26   0.03  99.74
sda               0.00     0.60    0.00    1.20     0.00    14.40    12.00     0.02   18.58   6.76   0.81
dm-0              0.00     0.00    0.00    1.80     0.00    14.40     8.00     0.03   17.90   4.50   0.81
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 115608.60    0.37 924868.93     2.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.00 28988.92    0.08 231911.33     0.40     8.00     7.70    0.27   0.03  99.81
sdc               0.00     0.02    0.00    0.27     0.00     2.35     8.81     0.00    0.19   0.19   0.01
sde               0.00     0.00 29025.08    0.08 232200.67     0.67     8.00     4.58    0.16   0.03  99.04
sdd               0.00     0.10 29009.97    0.17 232079.73     2.13     8.00     4.55    0.16   0.03  98.99
sdf               0.00     0.03 29059.13    0.05 232473.07     0.67     8.00     7.26    0.25   0.03  99.77
sda               0.00     0.63    0.00    1.07     0.00    13.60    12.75     0.02   16.53   7.17   0.76
dm-0              0.00     0.00    0.00    1.70     0.00    13.60     8.00     0.03   17.60   4.50   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 116082.83    0.48 928662.53     3.87     8.00     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.14  3145.75 1848.00 1143.17 25859.24 19460.95    15.15     1.06    0.36   0.04  12.59
sdc               0.04     0.02    0.10    0.23     1.33    10.02    33.93     0.00    1.02   0.60   0.02
sde               0.03  1659.79 1848.11  863.26 25950.16 19043.90    16.59     0.72    0.27   0.04  12.04
sdd               0.03  1415.23 1847.07  862.51 25363.45 18437.18    16.17     0.73    0.27   0.04  11.95
sdf               0.03  1306.13 1847.08  825.57 25348.49 17525.78    16.04     1.07    0.41   0.05  12.64
sda               0.13     2.03    0.43    1.11    17.90    25.15    27.96     0.08   53.83   4.74   0.73
dm-0              0.00     0.00    0.50    3.14    17.70    25.15    11.77     0.33   90.49   2.00   0.73
dm-1              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.02     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 7388.26 6167.79 101498.60 66552.77    12.40     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.03 29994.87    0.38 239959.07     2.40     8.00     8.03    0.27   0.03  99.83
sdc               0.00     0.02    0.00    0.47     0.00     3.97     8.50     0.00    0.04   0.04   0.00
sde               0.00     0.05 28300.67    0.13 226405.33     1.47     8.00     4.46    0.16   0.03  98.82
sdd               0.00     0.23 29049.93    0.58 232399.47     6.53     8.00     4.57    0.16   0.03  98.91
sdf               0.00     0.05 27918.37    0.03 223346.93     0.67     8.00     6.90    0.25   0.04  99.69
sda               0.00     0.75    0.00    1.27     0.00    16.13    12.74     0.02   19.66   7.00   0.89
dm-0              0.00     0.00    0.00    2.02     0.00    16.13     8.00     0.04   17.99   4.40   0.89
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 115263.32    1.38 922106.53    11.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.00 28264.70    0.13 226117.60     0.80     8.00     7.27    0.26   0.04  99.74
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00     0.00 29931.72    0.10 239453.73     0.80     8.00     4.77    0.16   0.03  99.09
sdd               0.00     0.03 29138.82    0.20 233110.53     1.87     8.00     4.62    0.16   0.03  98.93
sdf               0.00     0.00 30196.73    0.08 241573.87     0.67     8.00     7.39    0.25   0.03  99.78
sda               0.00     0.40    0.00    1.20     0.00    12.80    10.67     0.02   16.81   6.86   0.82
dm-0              0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.03   16.33   5.15   0.82
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 117532.13    0.52 940257.07     4.13     8.00     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.14  3119.65 1997.24 1133.69 26961.27 19299.47    14.78     1.09    0.35   0.04  13.06
sdc               0.04     0.02    0.10    0.23     1.32     9.96    33.77     0.00    1.01   0.60   0.02
sde               0.03  1646.02 1997.37  856.09 27051.61 18885.89    16.10     0.74    0.26   0.04  12.51
sdd               0.03  1403.49 1996.30  855.35 26469.43 18284.20    15.69     0.75    0.27   0.04  12.42
sdf               0.03  1295.29 1996.27  818.72 26454.26 17380.35    15.57     1.10    0.40   0.05  13.11
sda               0.13     2.02    0.42    1.11    17.75    25.05    27.88     0.08   53.62   4.75   0.73
dm-0              0.00     0.00    0.49    3.13    17.56    25.05    11.76     0.33   90.22   2.01   0.73
dm-1              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.02     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 7985.19 6116.61 105922.31 66000.55    12.19     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.07    0.00    0.42     0.00     3.07     7.36     0.00    0.28   0.28   0.01
sdc               0.00     0.07    0.00    0.23     0.00     2.20     9.43     0.00    0.21   0.21   0.00
sde               0.00     0.13    0.00    0.17     0.00     2.40    14.40     0.00    1.30   0.50   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.00
sdf               0.00     0.27    0.00    0.20     0.00     3.73    18.67     0.00    0.58   0.58   0.01
sda               0.00     0.47    0.00    0.98     0.00    11.60    11.80     0.01   13.68   7.15   0.70
dm-0              0.00     0.00    0.00    1.45     0.00    11.60     8.00     0.02   13.45   4.85   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    1.17     0.00     9.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.00    0.00    0.15     0.00     0.93     6.22     0.00    0.33   0.33   0.01
sdc               0.00     0.03    0.00    0.47     0.00     4.23     9.07     0.00    0.11   0.07   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.00   0.33   0.00
sdd               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdf               0.00     0.17    0.00    0.10     0.00     2.13    21.33     0.00    6.50   6.17   0.06
sda               0.00     0.55    0.00    1.03     0.00    12.67    12.26     0.01   13.26   6.66   0.69
dm-0              0.00     0.00    0.00    1.58     0.00    12.67     8.00     0.02   13.98   4.35   0.69
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.43     0.00     3.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.00    0.00    0.13     0.00     0.80     6.00     0.00    0.38   0.38   0.01
sdc               0.00     0.00    0.00    0.08     0.00     0.72     8.60     0.00    0.20   0.20   0.00
sde               0.00     0.00    0.00    0.03     0.00     0.27     8.00     0.00    1.00   0.50   0.00
sdd               0.00     0.00    0.00    0.03     0.00     0.27     8.00     0.00    3.00   1.50   0.01
sdf               0.00     0.17    0.00    0.10     0.00     2.13    21.33     0.00    0.67   0.50   0.01
sda               0.00     0.43    0.00    1.03     0.00    11.73    11.35     0.02   14.82   7.71   0.80
dm-0              0.00     0.00    0.00    1.47     0.00    11.73     8.00     0.02   14.61   5.43   0.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.43     0.00     3.47     8.00     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.14  3095.52 1981.79 1124.92 26752.67 19150.16    14.78     1.08    0.35   0.04  12.96
sdc               0.04     0.02    0.10    0.23     1.31    10.16    34.30     0.00    1.01   0.59   0.02
sde               0.03  1633.29 1981.91  849.47 26842.31 18739.78    16.10     0.74    0.26   0.04  12.41
sdd               0.03  1392.63 1980.85  848.73 26264.64 18142.74    15.69     0.74    0.27   0.04  12.32
sdf               0.03  1285.27 1980.83  812.38 26249.59 17245.90    15.57     1.10    0.40   0.05  13.01
sda               0.13     2.01    0.42    1.11    17.61    24.95    27.80     0.08   53.43   4.77   0.73
dm-0              0.00     0.00    0.49    3.12    17.42    24.95    11.75     0.32   89.98   2.02   0.73
dm-1              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.02     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 7923.41 6069.29 105102.80 65489.94    12.19     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
