Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.14  3042.99 1932.10 1100.82 26082.00 18894.06    14.83     1.06    0.35   0.04  12.68
sdc               0.03     0.02    0.10    0.23     1.27    10.21    34.53     0.00    1.00   0.58   0.02
sde               0.03  1619.80 1932.23  831.44 26169.40 18515.74    16.17     0.72    0.27   0.04  12.16
sdd               0.03  1377.01 1931.19  830.83 25606.21 17869.31    15.74     0.73    0.27   0.04  12.07
sdf               0.03  1279.22 1931.17  795.13 25591.53 17047.81    15.64     1.07    0.40   0.05  12.75
sda               0.13     2.05    0.41    1.11    17.17    25.29    27.92     0.08   52.78   4.81   0.73
dm-0              0.00     0.00    0.48    3.16    16.98    25.29    11.62     0.32   87.62   2.01   0.73
dm-1              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.02     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 7724.78 6027.87 102467.96 64733.58    12.16     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  3203.52    0.00 1705.45     0.00 33080.13    19.40     0.16    0.10   0.05   9.32
sdc               0.00     0.00    0.00    0.28     0.00     2.45     8.65     0.00    0.12   0.06   0.00
sde               0.00  3184.62    0.00 1111.62     0.00 34369.87    30.92     0.26    0.23   0.12  13.56
sdd               0.00  2757.65    0.00 1524.63     0.00 34271.73    22.48     0.31    0.21   0.13  20.00
sdf               0.00  3141.15    0.00 1088.05     0.00 33833.60    31.10     0.34    0.31   0.15  15.91
sda               0.00     0.85    0.00    1.00     0.00    14.80    14.80     0.01   14.97   6.70   0.67
dm-0              0.00     0.00    0.00    1.85     0.00    14.80     8.00     0.03   15.32   3.62   0.67
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 16938.70     0.00 135501.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  3085.55    0.00 1662.00     0.00 31789.60    19.13     0.15    0.09   0.06   9.52
sdc               0.00     0.02    0.00    0.25     0.00     1.87     7.47     0.00    0.00   0.00   0.00
sde               0.00  3055.17    0.00 1079.25     0.00 33075.33    30.65     0.24    0.22   0.12  13.17
sdd               0.00  2580.47    0.00 1484.62     0.00 32520.67    21.91     0.26    0.18   0.11  17.06
sdf               0.00  3029.98    0.00 1057.75     0.00 32701.87    30.92     0.30    0.28   0.14  15.14
sda               0.00     0.40    0.00    0.88     0.00    10.27    11.62     0.01   13.62   7.00   0.62
dm-0              0.00     0.00    0.00    1.28     0.00    10.27     8.00     0.02   13.73   4.82   0.62
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 16261.70     0.00 130087.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  3056.32    0.00 1678.55     0.00 31632.13    18.84     0.16    0.09   0.06   9.63
sdc               0.00     0.02    0.00    0.27     0.00     2.35     8.81     0.00    0.25   0.25   0.01
sde               0.00  3037.22    0.00 1080.62     0.00 32942.67    30.49     0.26    0.24   0.13  14.00
sdd               0.00  2564.93    0.00 1485.05     0.00 32399.87    21.82     0.31    0.21   0.13  19.82
sdf               0.00  3033.73    0.00 1064.40     0.00 32785.07    30.80     0.33    0.31   0.15  16.48
sda               0.00     0.43    0.00    0.97     0.00    11.20    11.59     0.01   11.05   6.79   0.66
dm-0              0.00     0.00    0.00    1.40     0.00    11.20     8.00     0.02   11.86   4.69   0.66
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 16221.28     0.00 129758.80     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  3068.28    0.00 1720.57     0.00 31836.13    18.50     0.16    0.10   0.06   9.83
sdc               0.00     0.00    0.00    0.30     0.00     2.73     9.11     0.00    0.06   0.06   0.00
sde               0.00  3034.50    0.00 1103.05     0.00 33100.40    30.01     0.24    0.22   0.12  13.31
sdd               0.00  2606.12    0.00 1530.98     0.00 33096.80    21.62     0.27    0.18   0.11  17.34
sdf               0.00  3029.48    0.00 1088.15     0.00 32941.07    30.27     0.30    0.28   0.14  15.55
sda               0.00     0.50    0.00    0.85     0.00    10.80    12.71     0.01   11.75   6.86   0.58
dm-0              0.00     0.00    0.00    1.35     0.00    10.80     8.00     0.02   12.37   4.32   0.58
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 16373.30     0.00 130974.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  3026.48    0.00 1710.58     0.00 31504.13    18.42     0.15    0.09   0.05   9.20
sdc               0.00     0.02    0.00    0.25     0.00     1.87     7.47     0.00    0.00   0.00   0.00
sde               0.00  3021.28    0.00 1091.50     0.00 32902.27    30.14     0.24    0.22   0.12  13.22
sdd               0.00  2587.17    0.00 1516.92     0.00 32832.67    21.64     0.29    0.19   0.12  18.95
sdf               0.00  3024.92    0.00 1075.68     0.00 32804.80    30.50     0.30    0.28   0.14  15.10
sda               0.00     0.53    0.00    1.10     0.00    13.07    11.88     0.02   16.59   7.21   0.79
dm-0              0.00     0.00    0.00    1.63     0.00    13.07     8.00     0.03   16.28   4.86   0.79
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 16256.90     0.00 130044.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  3075.03    0.00 1805.77     0.00 32152.93    17.81     0.15    0.09   0.05   9.45
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  3059.10    0.00 1149.63     0.00 33669.87    29.29     0.24    0.21   0.12  13.46
sdd               0.00  2701.72    0.00 1605.32     0.00 34456.27    21.46     0.32    0.20   0.13  21.21
sdf               0.00  3066.55    0.00 1141.72     0.00 33666.13    29.49     0.31    0.27   0.14  15.89
sda               0.00     0.33    0.00    0.93     0.00    10.13    10.86     0.01   13.41   7.21   0.67
dm-0              0.00     0.00    0.00    1.27     0.00    10.13     8.00     0.02   13.92   5.33   0.68
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 16744.50     0.00 133945.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  3009.27    0.00 1698.35     0.00 31253.72    18.40     0.16    0.09   0.06   9.94
sdc               0.00     0.00    0.00    0.18     0.00     1.67     9.09     0.00    0.09   0.09   0.00
sde               0.00  3032.03    0.00 1090.78     0.00 32982.50    30.24     0.25    0.23   0.13  13.73
sdd               0.00  2595.85    0.00 1512.81     0.00 32869.32    21.73     0.31    0.21   0.13  20.34
sdf               0.00  3033.23    0.00 1079.50     0.00 32901.85    30.48     0.32    0.30   0.15  16.13
sda               0.00     0.52    0.00    1.08     0.00    12.80    11.82     0.01   13.54   6.42   0.69
dm-0              0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.02   14.52   4.34   0.69
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 16251.74     0.00 130007.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  3004.27    0.00 1698.50     0.00 31203.47    18.37     0.16    0.09   0.06   9.78
sdc               0.00     0.03    0.00    0.55     0.00     4.70     8.55     0.00    0.09   0.09   0.01
sde               0.00  3041.58    0.00 1096.88     0.00 33090.93    30.17     0.24    0.22   0.12  13.23
sdd               0.00  2568.78    0.00 1507.27     0.00 32608.40    21.63     0.28    0.19   0.12  18.79
sdf               0.00  3050.93    0.00 1086.13     0.00 33079.73    30.46     0.30    0.28   0.14  15.45
sda               0.00     0.43    0.00    1.12     0.00    12.40    11.10     0.02   14.42   6.37   0.71
dm-0              0.00     0.00    0.00    1.55     0.00    12.40     8.00     0.02   13.24   4.59   0.71
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 16255.47     0.00 130035.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2983.35    0.00 1673.70     0.00 30992.93    18.52     0.15    0.09   0.05   8.91
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00  3018.88    0.00 1076.17     0.00 32777.20    30.46     0.25    0.24   0.13  13.71
sdd               0.00  2562.73    0.00 1488.17     0.00 32407.20    21.78     0.27    0.19   0.12  17.90
sdf               0.00  3030.00    0.00 1064.88     0.00 32775.87    30.78     0.31    0.29   0.15  15.70
sda               0.00     0.60    0.00    0.67     0.00    10.13    15.20     0.01   11.10   6.93   0.46
dm-0              0.00     0.00    0.00    1.27     0.00    10.13     8.00     0.02   12.12   3.64   0.46
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 16113.50     0.00 128899.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2987.35    0.00 1631.35     0.00 30822.93    18.89     0.16    0.10   0.06   9.70
sdc               0.00     0.00    0.00    0.18     0.00     1.65     9.00     0.00    0.18   0.09   0.00
sde               0.00  2996.10    0.00 1056.20     0.00 32418.40    30.69     0.23    0.22   0.12  12.75
sdd               0.00  2515.63    0.00 1454.30     0.00 31759.47    21.84     0.27    0.19   0.13  18.31
sdf               0.00  3024.08    0.00 1044.42     0.00 32548.00    31.16     0.30    0.29   0.15  15.18
sda               0.00     0.33    0.00    0.88     0.00     9.73    11.02     0.01   12.42   6.53   0.58
dm-0              0.00     0.00    0.00    1.22     0.00     9.73     8.00     0.02   12.89   4.77   0.58
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 15945.07     0.00 127548.80     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2971.73    0.00 1602.12     0.00 30642.00    19.13     0.14    0.09   0.05   8.80
sdc               0.00     0.02    0.00    0.35     0.00     2.67     7.62     0.00    0.00   0.00   0.00
sde               0.00  3028.02    0.00 1044.02     0.00 32576.27    31.20     0.23    0.22   0.12  12.51
sdd               0.00  2481.23    0.00 1417.38     0.00 31188.93    22.00     0.24    0.17   0.11  15.62
sdf               0.00  3005.52    0.00 1023.97     0.00 32235.87    31.48     0.29    0.28   0.14  14.50
sda               0.00     0.60    0.00    1.10     0.00    13.60    12.36     0.02   13.98   7.42   0.82
dm-0              0.00     0.00    0.00    1.70     0.00    13.60     8.00     0.02   14.38   4.81   0.82
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 15831.93     0.00 126644.13     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  3000.47    0.00 1677.45     0.00 31114.40    18.55     0.15    0.09   0.06   9.34
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  3036.32    0.00 1075.47     0.00 32894.27    30.59     0.24    0.22   0.12  13.32
sdd               0.00  2569.63    0.00 1483.83     0.00 32427.60    21.85     0.25    0.17   0.11  16.39
sdf               0.00  3038.38    0.00 1065.95     0.00 32834.67    30.80     0.30    0.28   0.14  15.07
sda               0.00     0.38    0.00    1.10     0.00    11.87    10.79     0.02   15.82   7.21   0.79
dm-0              0.00     0.00    0.00    1.48     0.00    11.87     8.00     0.02   15.12   5.35   0.79
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 16160.43     0.00 129270.80     8.00     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.13  3042.95 1914.09 1106.29 25838.90 19011.41    14.85     1.05    0.35   0.04  12.65
sdc               0.03     0.02    0.10    0.23     1.26    10.14    34.33     0.00    1.00   0.58   0.02
sde               0.03  1633.10 1914.22  833.82 25925.48 18651.37    16.22     0.71    0.26   0.04  12.17
sdd               0.03  1388.33 1913.19  837.07 25367.54 18007.79    15.77     0.72    0.27   0.04  12.13
sdf               0.03  1295.67 1913.17  797.72 25353.00 17195.83    15.70     1.06    0.40   0.05  12.77
sda               0.13     2.03    0.41    1.11    17.01    25.17    27.82     0.08   52.55   4.82   0.73
dm-0              0.00     0.00    0.47    3.15    16.82    25.17    11.61     0.32   87.34   2.02   0.73
dm-1              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.02     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 7652.78 6123.40 101512.88 65343.80    12.11     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.13  3028.10 1852.41 1458.49 25006.21 22117.02    14.23     1.19    0.36   0.04  14.03
sdc               0.03     0.02    0.10    0.24     1.22    10.37    35.01     0.00    0.99   0.57   0.02
sde               0.03  1680.49 1852.53 1193.51 25090.00 21943.01    15.44     0.77    0.26   0.04  13.55
sdd               0.03  1408.34 1851.54 1193.13 24550.04 21009.75    14.96     0.77    0.26   0.04  13.49
sdf               0.03  1355.20 1851.51 1156.04 24535.97 20524.29    14.98     1.19    0.40   0.05  14.29
sda               0.12     1.99    0.39    1.11    16.46    24.81    27.49     0.08   51.80   4.87   0.73
dm-0              0.00     0.00    0.46    3.10    16.28    24.81    11.55     0.31   86.24   2.05   0.73
dm-1              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.01     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 7406.16 7810.84 98241.52 78313.90    11.60     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1205.72    0.02 21242.08     0.13 179374.67     8.44     9.94    0.47   0.05  96.09
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.04   0.04   0.00
sde               0.00  1201.92    0.00 21272.37     0.00 179794.27     8.45     3.95    0.19   0.04  90.23
sdd               0.00  1152.22    0.00 21168.67     0.00 178567.07     8.44     3.75    0.18   0.04  90.12
sdf               0.00  1248.77    0.00 21206.52     0.00 179642.27     8.47     8.96    0.43   0.05  99.07
sda               0.00    98.23    0.00    2.03     0.00   802.13   394.49     0.04   21.89   6.53   1.33
dm-0              0.00     0.00    0.00  100.27     0.00   802.13     8.00     2.34   23.37   0.13   1.33
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.02 89674.17     0.13 717380.80     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1662.27    0.00 21157.00     0.00 182316.80     8.62    10.05    0.48   0.05  96.34
sdc               0.00     0.00    0.00    0.13     0.00     1.52    11.38     0.00    0.00   0.00   0.00
sde               0.00  1675.87    0.00 21257.65     0.00 183468.13     8.63     4.18    0.20   0.04  90.77
sdd               0.00  1510.68    0.00 21111.63     0.00 180978.53     8.57     3.91    0.19   0.04  90.34
sdf               0.00  1767.13    0.00 21096.05     0.00 182905.47     8.67     9.27    0.44   0.05  99.05
sda               0.00     0.40    0.00    1.10     0.00    12.00    10.91     0.02   22.12   7.17   0.79
dm-0              0.00     0.00    0.00    1.50     0.00    12.00     8.00     0.03   19.73   5.26   0.79
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 91210.50     0.00 729667.20     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1764.68    0.00 21289.43     0.00 184128.93     8.65    10.13    0.48   0.05  96.29
sdc               0.00     0.02    0.00    0.25     0.00     1.98     7.93     0.00    0.20   0.20   0.01
sde               0.00  1770.33    0.00 21339.27     0.00 184876.80     8.66     4.18    0.20   0.04  90.47
sdd               0.00  1444.90    0.00 21119.35     0.00 180514.00     8.55     3.87    0.19   0.04  90.05
sdf               0.00  1856.72    0.00 21153.78     0.00 184084.00     8.70     9.33    0.45   0.05  99.21
sda               0.00     0.58    0.00    1.08     0.00    13.33    12.31     0.02   16.77   6.85   0.74
dm-0              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.03   16.38   4.45   0.74
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 91703.30     0.00 733610.27     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1129.47    0.00 21213.65     0.00 178532.40     8.42    10.02    0.48   0.05  96.32
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.04   0.04   0.00
sde               0.00  1097.42    0.00 21340.32     0.00 179501.87     8.41     4.02    0.19   0.04  90.35
sdd               0.00   840.45    0.00 21127.80     0.00 175746.00     8.32     3.73    0.18   0.04  90.14
sdf               0.00  1144.68    0.00 21212.80     0.00 178859.87     8.43     9.04    0.43   0.05  99.11
sda               0.00     0.77    0.00    0.67     0.00    11.47    17.20     0.01   10.88   7.32   0.49
dm-0              0.00     0.00    0.00    1.43     0.00    11.47     8.00     0.02   11.95   3.41   0.49
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 89082.48     0.00 712635.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00   799.92    0.00 21304.75     0.00 176665.87     8.29     9.96    0.47   0.05  96.28
sdc               0.00     0.00    0.00    0.13     0.00     1.28     9.62     0.00    0.38   0.38   0.01
sde               0.00   846.50    0.00 21404.18     0.00 178005.47     8.32     3.93    0.19   0.04  90.28
sdd               0.00   603.20    0.00 21198.17     0.00 174410.93     8.23     3.64    0.18   0.04  89.99
sdf               0.00   880.02    0.00 21300.75     0.00 177446.13     8.33     8.94    0.42   0.05  99.14
sda               0.00     0.45    0.00    1.05     0.00    12.00    11.43     0.02   16.86   6.95   0.73
dm-0              0.00     0.00    0.00    1.50     0.00    12.00     8.00     0.02   16.19   4.87   0.73
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 88318.18     0.00 706523.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00   805.93    0.00 21425.52     0.00 177672.53     8.29     9.91    0.47   0.04  95.94
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00   848.97    0.00 21528.18     0.00 179017.07     8.32     3.88    0.19   0.04  89.90
sdd               0.00   584.05    0.00 21316.12     0.00 175201.20     8.22     3.58    0.17   0.04  89.52
sdf               0.00   867.15    0.00 21417.10     0.00 178274.00     8.32     8.94    0.42   0.05  99.06
sda               0.00     0.42    0.00    0.97     0.00    11.07    11.45     0.01   12.62   6.64   0.64
dm-0              0.00     0.00    0.00    1.38     0.00    11.07     8.00     0.02   14.27   4.63   0.64
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 88774.25     0.00 710170.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00   837.55    0.00 22011.68     0.00 182635.20     8.30    10.41    0.48   0.04  96.46
sdc               0.00     0.02    0.00    0.47     0.00     4.07     8.71     0.00    0.14   0.11   0.01
sde               0.00   899.10    0.00 20970.38     0.00 174956.00     8.34     3.75    0.18   0.04  89.35
sdd               0.00   647.72    0.00 20894.42     0.00 172337.20     8.25     3.50    0.17   0.04  88.96
sdf               0.00   932.05    0.00 20854.13     0.00 174289.47     8.36     8.55    0.42   0.05  99.03
sda               0.00     0.47    0.00    1.07     0.00    12.27    11.50     0.02   17.58   7.70   0.82
dm-0              0.00     0.00    0.00    1.53     0.00    12.27     8.00     0.02   16.11   5.36   0.82
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 88029.95     0.00 704219.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00   885.93    0.00 21770.75     0.00 181073.20     8.32     9.42    0.44   0.04  95.57
sdc               0.00     0.02    0.00    0.28     0.00     2.52     8.88     0.00    0.18   0.18   0.01
sde               0.00   907.95    0.00 22290.33     0.00 185586.27     8.33     3.98    0.18   0.04  90.70
sdd               0.00   622.10    0.00 22295.28     0.00 183339.07     8.22     3.70    0.17   0.04  90.55
sdf               0.00   952.35    0.00 21776.80     0.00 181833.20     8.35     9.08    0.42   0.05  99.13
sda               0.00     0.57    0.00    0.97     0.00    12.27    12.69     0.01   15.28   7.17   0.69
dm-0              0.00     0.00    0.00    1.53     0.00    12.27     8.00     0.02   15.78   4.53   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 91482.78     0.00 731835.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00   907.72    0.00 22138.22     0.00 184170.67     8.32     8.89    0.41   0.04  95.32
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00   938.15    0.00 22925.85     0.00 190910.27     8.33     4.14    0.19   0.04  91.37
sdd               0.00   644.70    0.00 22363.80     0.00 184068.00     8.23     3.73    0.17   0.04  90.69
sdf               0.00   995.25    0.00 23066.45     0.00 192493.60     8.35     9.39    0.41   0.04  99.35
sda               0.00     0.38    0.00    0.98     0.00    10.93    11.12     0.01   15.19   7.08   0.70
dm-0              0.00     0.00    0.00    1.37     0.00    10.93     8.00     0.02   14.77   5.10   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 93960.17     0.00 751651.20     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00   847.68    0.00 21399.28     0.00 177795.60     8.31    10.00    0.47   0.04  95.77
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.04   0.04   0.00
sde               0.00   920.42    0.00 21502.20     0.00 179382.67     8.34     3.86    0.19   0.04  89.63
sdd               0.00   622.82    0.00 21311.13     0.00 175471.60     8.23     3.54    0.17   0.04  89.36
sdf               0.00   939.33    0.00 21427.00     0.00 178930.67     8.35     8.92    0.42   0.05  99.21
sda               0.00     0.50    0.00    1.03     0.00    12.27    11.87     0.02   14.97   7.35   0.76
dm-0              0.00     0.00    0.00    1.53     0.00    12.27     8.00     0.03   16.65   4.96   0.76
