Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdd               0.00     0.00    0.00    0.03     0.00     0.27     8.00     0.00    2.00   2.00   0.01
sdf               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda               0.00     0.33    0.00    0.88     0.00     9.73    11.02     0.01   13.09   7.87   0.69
dm-0              0.00     0.00    0.00    1.22     0.00     9.73     8.00     0.02   14.77   5.71   0.69
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.65     0.00     5.20     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.07    0.00    0.17     0.00     1.60     9.60     0.00    0.00   0.00   0.00
sdc               0.00     0.03    0.00    0.47     0.00     4.23     9.07     0.00    0.11   0.07   0.00
sde               0.00     0.12    0.00    0.13     0.00     2.00    15.00     0.00    0.75   0.50   0.01
sdd               0.00     0.00    0.00    0.03     0.00     0.27     8.00     0.00    3.00   1.50   0.01
sdf               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda               0.00     0.97    0.00    1.42     0.00    19.07    13.46     0.03   19.27   6.76   0.96
dm-0              0.00     0.00    0.00    2.38     0.00    19.07     8.00     0.04   18.42   4.03   0.96
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.48     0.00     3.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.05    0.00    0.12     0.00     0.93     8.00     0.00    0.43   0.43   0.01
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.17    0.00    0.18     0.00     2.80    15.27     0.00    0.73   0.55   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda               0.00     0.43    0.00    1.07     0.00    12.00    11.25     0.02   15.42   7.14   0.76
dm-0              0.00     0.00    0.00    1.50     0.00    12.00     8.00     0.02   14.51   5.08   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.48     0.00     3.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.07    0.00    0.13     0.00     1.33    10.00     0.00    1.12   0.38   0.01
sdc               0.00     0.02    0.00    0.25     0.00     2.07     8.27     0.00    0.27   0.27   0.01
sde               0.00     0.12    0.00    0.13     0.00     2.00    15.00     0.00    1.00   0.63   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda               0.00     0.43    0.00    1.02     0.00    11.60    11.41     0.02   15.69   6.87   0.70
dm-0              0.00     0.00    0.00    1.45     0.00    11.60     8.00     0.02   15.48   4.82   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.43     0.00     3.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.08    0.00    0.13     0.00     1.47    11.00     0.00    1.12   0.38   0.01
sdc               0.00     0.02    0.00    0.52     0.00     4.77     9.23     0.00    0.10   0.06   0.00
sde               0.00     0.12    0.00    0.12     0.00     1.87    16.00     0.00    0.57   0.29   0.00
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda               0.00     0.43    0.00    1.13     0.00    12.53    11.06     0.02   16.72   7.06   0.80
dm-0              0.00     0.00    0.00    1.57     0.00    12.53     8.00     0.02   15.90   5.11   0.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.43     0.00     3.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.05    0.00    0.12     0.00     0.93     8.00     0.00    0.43   0.43   0.01
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.17    0.00    0.18     0.00     2.80    15.27     0.00    0.45   0.45   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda               0.00     0.48    0.00    0.85     0.00    10.67    12.55     0.01   15.00   8.20   0.70
dm-0              0.00     0.00    0.00    1.33     0.00    10.67     8.00     0.02   14.44   5.23   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.48     0.00     3.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.07    0.00    0.15     0.00     1.33     8.89     0.00    1.11   0.44   0.01
sdc               0.00     0.00    0.00    0.68     0.00   355.57   520.34     0.00    5.12   0.54   0.04
sde               0.00     0.12    0.00    0.15     0.00     2.13    14.22     0.00    0.78   0.78   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.07    0.00    0.03     0.00     0.80    24.00     0.00   15.00  15.00   0.05
sda               0.00     0.45    0.00    0.90     0.00    10.80    12.00     0.01   14.11   7.81   0.70
dm-0              0.00     0.00    0.00    1.35     0.00    10.80     8.00     0.02   14.81   5.21   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.55     0.00     4.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.08    0.00    0.13     0.00     1.47    11.00     0.00    1.12   0.38   0.01
sdc               0.00     0.15    0.00    0.97     0.00     7.78     8.05     0.00    0.07   0.05   0.01
sde               0.00     0.00    0.00    0.07     0.00     0.53     8.00     0.00    1.50   1.25   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.12    0.00    0.07     0.00     1.47    22.00     0.00    1.00   1.00   0.01
sda               0.00     0.45    0.00    0.98     0.00    11.47    11.66     0.01   13.02   7.22   0.71
dm-0              0.00     0.00    0.00    1.43     0.00    11.47     8.00     0.02   12.28   4.95   0.71
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.45     0.00     3.60     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.07    0.00    0.13     0.00     1.33    10.00     0.00    1.12   0.38   0.01
sdc               0.00     0.02    0.00    0.28     0.00     2.62     9.24     0.00    0.24   0.24   0.01
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    0.67   0.33   0.00
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.12    0.00    0.07     0.00     1.47    22.00     0.00    0.75   0.75   0.01
sda               0.00     0.38    0.00    0.95     0.00    10.67    11.23     0.01   13.95   7.70   0.73
dm-0              0.00     0.00    0.00    1.33     0.00    10.67     8.00     0.02   13.10   5.49   0.73
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.42     0.00     3.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.05    0.00    0.12     0.00     0.93     8.00     0.00    0.71   0.57   0.01
sdc               0.00     0.00    0.00    0.10     0.00     0.63     6.33     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.07     0.00     0.53     8.00     0.00    0.75   0.75   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.18    0.00    0.10     0.00     2.27    22.67     0.00    0.67   0.67   0.01
sda               0.00     0.48    0.00    0.95     0.00    11.47    12.07     0.01   12.93   7.26   0.69
dm-0              0.00     0.00    0.00    1.43     0.00    11.47     8.00     0.02   12.90   4.81   0.69
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.48     0.00     3.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.07    0.00    0.15     0.00     1.33     8.89     0.00    1.00   0.33   0.01
sdc               0.00     0.03    0.00    0.47     0.00     4.23     9.07     0.00    0.11   0.07   0.00
sde               0.00     0.00    0.00    0.08     0.00     0.67     8.00     0.00    1.20   1.20   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.18    0.00    0.10     0.00     2.27    22.67     0.00    0.50   0.50   0.01
sda               0.00     0.52    0.00    1.17     0.00    13.47    11.54     0.02   17.54   7.16   0.83
dm-0              0.00     0.00    0.00    1.68     0.00    13.47     8.00     0.03   19.55   4.96   0.83
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.55     0.00     4.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.08    0.00    0.13     0.00     1.47    11.00     0.00    1.25   0.50   0.01
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.07     0.00     0.53     8.00     0.00    1.00   1.00   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.12    0.00    0.07     0.00     1.47    22.00     0.00    0.75   0.75   0.01
sda               0.00     0.60    0.00    1.03     0.00    13.07    12.65     0.02   14.58   7.74   0.80
dm-0              0.00     0.00    0.00    1.63     0.00    13.07     8.00     0.02   15.15   4.90   0.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.45     0.00     3.60     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.05    0.00    0.17     0.00     1.33     8.00     0.00    0.00   0.00   0.00
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.00   0.67   0.00
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.18    0.00    0.10     0.00     2.27    22.67     0.00    6.17   6.17   0.06
sda               0.00     0.38    0.00    1.22     0.00    12.80    10.52     0.02   18.15   7.58   0.92
dm-0              0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.03   18.41   5.76   0.92
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.52     0.00     4.13     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.07    0.00    0.18     0.00     1.60     8.73     0.00    0.18   0.09   0.00
sdc               0.00     0.03    0.00    0.55     0.00     5.40     9.82     0.00    0.09   0.09   0.01
sde               0.00     0.00    0.00    0.07     0.00     0.53     8.00     0.00    0.75   0.75   0.01
sdd               0.00     0.00    0.00    0.03     0.00     0.27     8.00     0.00    3.00   1.50   0.01
