Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdc               0.00     0.02    0.00    0.42     0.00     3.30     7.92     0.00    0.04   0.04   0.00
sde               0.00  1659.35    0.00  170.10     0.00 14635.60    86.04     0.08    0.48   0.21   3.58
sdd               0.00  1064.88    0.00  155.60     0.00  9763.87    62.75     0.06    0.40   0.17   2.60
sdf               0.00  1587.35    0.00  163.35     0.00 14005.60    85.74     0.09    0.55   0.21   3.42
sda               0.00     0.48    0.00    1.07     0.00    12.40    11.62     0.02   15.89   7.44   0.79
dm-0              0.00     0.00    0.00    1.55     0.00    12.40     8.00     0.03   16.59   5.12   0.79
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6483.03     0.00 51835.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1559.17    0.00  197.83     0.00 13851.20    70.01     0.05    0.23   0.11   2.13
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  1649.92    0.00  170.27     0.00 14561.47    85.52     0.08    0.47   0.20   3.47
sdd               0.00  1065.17    0.00  157.22     0.00  9779.07    62.20     0.06    0.37   0.16   2.49
sdf               0.00  1571.65    0.00  163.68     0.00 13882.67    84.81     0.09    0.55   0.21   3.40
sda               0.00     0.58    0.00    1.17     0.00    14.00    12.00     0.02   17.96   6.63   0.77
dm-0              0.00     0.00    0.00    1.75     0.00    14.00     8.00     0.03   19.10   4.42   0.77
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6512.87     0.00 52074.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1534.97    0.00  197.18     0.00 13643.47    69.19     0.05    0.24   0.11   2.14
sdc               0.00     0.02    0.00    0.23     0.00     1.70     7.29     0.00    0.07   0.07   0.00
sde               0.00  1656.42    0.00  171.35     0.00 14622.13    85.33     0.08    0.46   0.20   3.42
sdd               0.00  1045.20    0.00  157.15     0.00  9618.80    61.21     0.06    0.38   0.16   2.53
sdf               0.00  1591.25    0.00  166.33     0.00 14060.67    84.53     0.09    0.54   0.21   3.43
sda               0.00     0.55    0.00    0.92     0.00    11.73    12.80     0.01   14.95   7.71   0.71
dm-0              0.00     0.00    0.00    1.47     0.00    11.73     8.00     0.02   16.14   4.82   0.71
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6496.62     0.00 51945.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1449.62    0.00  183.65     0.00 12865.20    70.05     0.04    0.24   0.11   2.00
sdc               0.00     0.02    0.00    0.48     0.00     4.33     8.97     0.00    0.10   0.10   0.01
sde               0.00  1617.48    0.00  162.35     0.00 14238.67    87.70     0.08    0.49   0.22   3.55
sdd               0.00   993.73    0.00  143.35     0.00  9096.67    63.46     0.06    0.42   0.18   2.56
sdf               0.00  1511.18    0.00  153.25     0.00 13315.47    86.89     0.09    0.56   0.22   3.35
sda               0.00     0.55    0.00    0.98     0.00    12.27    12.47     0.01   13.41   7.15   0.70
dm-0              0.00     0.00    0.00    1.53     0.00    12.27     8.00     0.02   12.90   4.60   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6192.87     0.00 49516.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1357.08    0.00  163.65     0.00 11975.87    73.18     0.05    0.28   0.12   1.98
sdc               0.00     0.00    0.00    0.08     0.00     0.62     7.40     0.00    0.00   0.00   0.00
sde               0.00  1482.63    0.00  147.60     0.00 13041.87    88.36     0.07    0.48   0.21   3.14
sdd               0.00   978.75    0.00  139.52     0.00  8946.13    64.12     0.05    0.39   0.17   2.34
sdf               0.00  1397.82    0.00  144.78     0.00 12340.80    85.24     0.08    0.57   0.22   3.16
sda               0.00     0.40    0.00    1.10     0.00    12.00    10.91     0.02   15.76   6.89   0.76
dm-0              0.00     0.00    0.00    1.50     0.00    12.00     8.00     0.02   16.22   5.06   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5791.30     0.00 46304.67     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1432.60    0.00  183.58     0.00 12726.27    69.32     0.04    0.23   0.10   1.92
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1550.67    0.00  157.40     0.00 13664.53    86.81     0.08    0.48   0.21   3.30
sdd               0.00   996.90    0.00  143.47     0.00  9122.93    63.59     0.06    0.39   0.17   2.38
sdf               0.00  1451.08    0.00  147.73     0.00 12790.53    86.58     0.08    0.56   0.21   3.17
sda               0.00     0.50    0.00    0.72     0.00     9.73    13.58     0.01   11.56   7.07   0.51
dm-0              0.00     0.00    0.00    1.22     0.00     9.73     8.00     0.02   13.30   4.16   0.51
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6041.50     0.00 48304.27     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1676.47    0.00  217.87     0.00 14939.73    68.57     0.05    0.23   0.10   2.25
sdc               0.00     0.02    0.00    0.33     0.00     2.62     7.85     0.00    0.10   0.10   0.00
sde               0.00  1759.83    0.00  176.63     0.00 15491.73    87.71     0.08    0.48   0.21   3.64
sdd               0.00  1127.80    0.00  164.60     0.00 10339.20    62.81     0.06    0.38   0.17   2.74
sdf               0.00  1695.27    0.00  171.42     0.00 14933.47    87.12     0.10    0.57   0.22   3.72
sda               0.00     0.50    0.00    0.82     0.00    10.53    12.90     0.01   13.69   8.16   0.67
dm-0              0.00     0.00    0.00    1.32     0.00    10.53     8.00     0.02   13.72   5.06   0.67
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6966.63     0.00 55704.13     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1612.07    0.00  211.38     0.00 14375.60    68.01     0.05    0.24   0.11   2.23
sdc               0.00     0.02    0.00    0.35     0.00     3.02     8.62     0.00    0.00   0.00   0.00
sde               0.00  1689.92    0.00  167.43     0.00 14858.80    88.74     0.08    0.50   0.22   3.67
sdd               0.00  1109.10    0.00  173.32     0.00 10259.33    59.19     0.06    0.37   0.16   2.70
sdf               0.00  1625.35    0.00  162.10     0.00 14299.60    88.21     0.09    0.57   0.23   3.70
sda               0.00     1.17    0.75    1.65   106.40    22.53    53.72     0.05   21.01   5.15   1.23
dm-0              0.00     0.00    0.75    2.82   106.40    22.53    36.15     0.07   19.47   3.47   1.24
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6727.58     0.00 53793.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb            1572.97  1354.63 4974.62  319.58 1676646.52 13188.67   319.19     1.84    0.35   0.11  59.61
sdc               0.00     0.00    0.00    0.12     0.00     1.02     8.71     0.00    0.43   0.43   0.01
sde            2030.60  1483.52 4518.87  208.08 1676646.52 13532.80   357.56    21.28    4.50   0.16  76.94
sdd            2016.30   991.32 4533.15  196.43 1676646.52  9502.00   356.51    21.02    4.45   0.16  76.96
sdf            2188.15  1406.20 4360.83  190.90 1676646.40 12776.80   371.16    23.64    5.20   0.17  78.37
sda               0.00    16.98    1.33    3.95    12.67   167.47    34.09     0.29   55.07   4.91   2.60
dm-0              0.00     0.00    1.33   20.93    12.67   167.47     8.09     1.46   65.61   1.17   2.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 19648.33 6128.58 6706790.38 49000.27   262.09     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb             521.72  1619.45 1666.38  249.53 560315.62 14741.20   300.15     0.53    0.28   0.11  21.47
sdc               0.00     0.02    0.00    0.33     0.00     2.63     7.90     0.00    0.05   0.05   0.00
sde             681.40  1673.28 1507.25  184.32 560315.62 14860.80   340.03     7.54    4.46   0.17  28.36
sdd             685.40  1107.57 1503.28  183.38 560315.62 10327.60   338.33     7.80    4.63   0.16  27.67
sdf             760.90  1610.88 1427.68  176.02 560315.73 14295.20   358.30     9.23    5.75   0.18  28.61
sda               0.00    25.77    2.90    6.45    63.73   258.00    34.41     0.36   38.86   3.57   3.34
dm-0              0.00     0.00    2.90   32.25    63.73   258.00     9.15     1.75   49.84   0.95   3.34
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 6565.50 6781.47 2241058.15 54224.80   171.97     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1666.83    0.00  213.02     0.00 14819.47    69.57     0.05    0.24   0.11   2.32
sdc               0.00     0.00    0.00    0.18     0.00     1.42     7.73     0.00    0.00   0.00   0.00
sde               0.00  1756.68    0.00  172.63     0.00 15430.13    89.38     0.09    0.53   0.23   3.91
sdd               0.00  1151.90    0.00  175.53     0.00 10617.73    60.49     0.07    0.39   0.16   2.76
sdf               0.00  1632.32    0.00  163.23     0.00 14364.13    88.00     0.09    0.57   0.22   3.67
sda               0.00     2.23    0.00    1.92     0.00    33.20    17.32     0.09   48.03   6.15   1.18
dm-0              0.00     0.00    0.00    4.15     0.00    33.20     8.00     0.14   34.84   2.84   1.18
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6909.87     0.00 55250.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1626.87    0.00  205.15     0.00 14442.40    70.40     0.05    0.26   0.12   2.39
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1724.22    0.00  173.45     0.00 15185.73    87.55     0.09    0.52   0.23   3.96
sdd               0.00  1108.38    0.00  171.15     0.00 10238.00    59.82     0.07    0.41   0.17   2.87
sdf               0.00  1627.35    0.00  166.62     0.00 14352.00    86.14     0.10    0.59   0.23   3.79
sda               0.00     0.52    0.00    1.27     0.00    14.27    11.26     0.02   16.34   6.72   0.85
dm-0              0.00     0.00    0.00    1.78     0.00    14.27     8.00     0.03   17.71   4.78   0.85
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6779.15     0.00 54206.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1726.32    0.00  216.38     0.00 15315.33    70.78     0.06    0.28   0.12   2.60
sdc               0.00     0.02    0.00    0.33     0.00     2.62     7.85     0.00    0.05   0.05   0.00
sde               0.00  1831.00    0.00  189.73     0.00 16165.87    85.20     0.09    0.49   0.22   4.22
sdd               0.00  1149.77    0.00  175.67     0.00 10603.47    60.36     0.07    0.39   0.17   2.98
sdf               0.00  1736.62    0.00  180.73     0.00 15338.80    84.87     0.11    0.59   0.23   4.08
sda               0.00     0.58    0.00    1.13     0.00    13.73    12.12     0.02   16.43   6.90   0.78
dm-0              0.00     0.00    0.00    1.72     0.00    13.73     8.00     0.03   16.33   4.55   0.78
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7180.62     0.00 57415.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1667.17    0.00  204.97     0.00 14748.40    71.96     0.06    0.28   0.13   2.57
sdc               0.00     0.15    0.00    1.50     0.00   363.15   242.10     0.00    2.51   0.28   0.04
sde               0.00  1746.17    0.00  181.63     0.00 15405.60    84.82     0.09    0.50   0.22   3.99
sdd               0.00  1107.92    0.00  170.27     0.00 10225.47    60.06     0.07    0.41   0.17   2.90
sdf               0.00  1645.30    0.00  169.78     0.00 14503.87    85.43     0.10    0.61   0.24   4.00
sda               0.00     0.70    0.00    0.82     0.00    12.13    14.86     0.01   14.14   6.98   0.57
dm-0              0.00     0.00    0.00    1.52     0.00    12.13     8.00     0.02   14.02   3.76   0.57
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6870.17     0.00 54934.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1636.28    0.00  212.22     0.00 14586.40    68.73     0.05    0.25   0.11   2.35
sdc               0.00     0.00    0.00    0.12     0.00     0.90     7.71     0.00    0.00   0.00   0.00
sde               0.00  1710.17    0.00  175.75     0.00 15104.13    85.94     0.09    0.51   0.22   3.87
sdd               0.00  1100.92    0.00  166.98     0.00 10143.20    60.74     0.07    0.42   0.17   2.87
sdf               0.00  1596.70    0.00  165.35     0.00 14113.20    85.35     0.10    0.58   0.22   3.68
sda               0.00     0.42    0.00    0.90     0.00    10.53    11.70     0.01   13.19   6.96   0.63
dm-0              0.00     0.00    0.00    1.32     0.00    10.53     8.00     0.02   14.09   4.77   0.63
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6740.25     0.00 53895.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb             614.78  1525.85 1979.13  231.70 664234.67 13861.07   306.71     0.54    0.24   0.11  23.37
sdc               0.00     0.02    0.00    0.33     0.00     2.63     7.90     0.00    0.05   0.05   0.00
sde             847.65  1608.58 1747.03  186.43 664234.67 14360.13   350.97    11.71    6.06   0.16  30.86
sdd             866.42  1041.08 1728.15  171.40 664175.85  9699.87   354.76    11.68    6.15   0.16  30.71
sdf             926.03  1534.93 1668.48  173.37 664209.98 13666.40   368.04    13.38    7.26   0.17  31.44
sda               0.00    10.97    0.02    1.87     0.13   102.67    54.58     0.05   24.64   5.22   0.98
dm-0              0.00     0.00    0.02   12.83     0.13   102.67     8.00     0.23   18.06   0.77   0.98
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 7784.35 6451.60 2657092.38 51587.47   190.27     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb            1455.22  1375.39 4685.52  290.35 1572465.39 13128.75   318.66     1.28    0.26   0.11  53.81
sdc               0.00     0.00    0.00    0.20     0.00     1.68     8.42     0.00    0.00   0.00   0.00
sde            1910.68  1468.97 4231.73  208.72 1572465.39 13421.50   357.15    21.37    4.82   0.16  69.55
sdd            1914.96   964.12 4227.58  184.39 1572524.20  9188.07   358.51    21.90    4.96   0.16  69.14
sdf            2111.11  1420.63 4030.91  194.85 1572490.07 12923.85   375.18    24.68    5.84   0.17  70.00
sda               0.00    12.53    0.03    2.03     0.27   116.51    56.52     0.08   37.79   5.80   1.20
dm-0              0.00     0.00    0.03   14.56     0.27   116.51     8.00     0.47   32.53   0.82   1.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 18426.41 6085.92 6289707.87 48662.16   258.58     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1650.98    0.00  214.25     0.00 14713.20    68.67     0.05    0.24   0.11   2.29
sdc               0.00     0.02    0.00    0.23     0.00     1.70     7.29     0.00    0.00   0.00   0.00
sde               0.00  1725.52    0.00  173.08     0.00 15188.80    87.75     0.09    0.50   0.22   3.75
sdd               0.00  1116.83    0.00  170.65     0.00 10299.87    60.36     0.07    0.41   0.17   2.83
sdf               0.00  1630.72    0.00  160.70     0.00 14331.33    89.18     0.10    0.60   0.23   3.77
sda               0.00     9.60    0.00    1.68     0.00    90.27    53.62     0.06   33.07   6.26   1.05
dm-0              0.00     0.00    0.00   11.28     0.00    90.27     8.00     0.32   28.52   0.93   1.05
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6819.80     0.00 54533.20     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1751.18    0.00  222.22     0.00 15568.00    70.06     0.06    0.25   0.11   2.46
sdc               0.00     0.02    0.00    0.38     0.00     3.55     9.26     0.00    0.22   0.22   0.01
sde               0.00  1786.17    0.00  176.83     0.00 15704.00    88.81     0.09    0.51   0.22   3.92
sdd               0.00  1162.43    0.00  176.65     0.00 10712.67    60.64     0.07    0.42   0.17   2.99
sdf               0.00  1719.75    0.00  172.53     0.00 15138.27    87.74     0.10    0.59   0.23   4.01
sda               0.00     0.62    0.00    1.42     0.00    16.27    11.48     0.03   21.48   7.24   1.02
dm-0              0.00     0.00    0.00    2.03     0.00    16.27     8.00     0.05   22.18   5.04   1.02
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7143.75     0.00 57122.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1821.97    0.00  227.87     0.00 16173.07    70.98     0.06    0.25   0.11   2.59
sdc               0.00     0.00    0.00    0.20     0.00     1.68     8.42     0.00    0.00   0.00   0.00
sde               0.00  1884.67    0.00  187.00     0.00 16573.33    88.63     0.09    0.50   0.21   4.01
sdd               0.00  1212.70    0.00  185.55     0.00 11186.00    60.29     0.07    0.39   0.16   2.96
sdf               0.00  1797.78    0.00  181.73     0.00 15836.13    87.14     0.10    0.57   0.22   3.99
sda               0.00     0.58    0.00    1.13     0.00    13.73    12.12     0.02   15.44   7.15   0.81
dm-0              0.00     0.00    0.00    1.72     0.00    13.73     8.00     0.03   15.27   4.72   0.81
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7474.27     0.00 59768.53     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2058.20    0.00  261.33     0.00 18305.73    70.05     0.06    0.24   0.11   2.79
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  2080.17    0.00  203.23     0.00 18267.20    89.88     0.10    0.51   0.22   4.45
sdd               0.00  1337.73    0.00  212.70     0.00 12403.47    58.31     0.08    0.38   0.15   3.26
sdf               0.00  2034.92    0.00  200.28     0.00 17881.60    89.28     0.12    0.58   0.22   4.42
sda               0.00     0.58    0.00    1.08     0.00    13.33    12.31     0.02   14.37   6.68   0.72
dm-0              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.03   15.53   4.35   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8360.62     0.00 66858.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1982.43    0.00  249.97     0.00 17616.13    70.47     0.06    0.25   0.11   2.63
sdc               0.00     0.02    0.00    0.33     0.00     2.63     7.90     0.00    0.20   0.15   0.01
sde               0.00  2050.85    0.00  203.48     0.00 18017.87    88.55     0.10    0.50   0.22   4.42
sdd               0.00  1295.22    0.00  204.07     0.00 11985.87    58.74     0.08    0.39   0.16   3.20
sdf               0.00  1986.52    0.00  195.52     0.00 17439.47    89.20     0.11    0.58   0.23   4.44
sda               0.00     0.83    0.00    0.98     0.00    14.53    14.78     0.02   15.63   6.64   0.65
dm-0              0.00     0.00    0.00    1.82     0.00    14.53     8.00     0.03   15.14   3.60   0.65
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8143.87     0.00 65123.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2050.78    0.00  254.80     0.00 18195.07    71.41     0.06    0.24   0.11   2.74
sdc               0.00     0.02    0.00    0.37     0.00     3.28     8.95     0.00    0.00   0.00   0.00
sde               0.00  2112.08    0.00  210.10     0.00 18594.27    88.50     0.10    0.50   0.22   4.54
sdd               0.00  1327.02    0.00  211.68     0.00 12317.33    58.19     0.08    0.39   0.16   3.40
sdf               0.00  2046.62    0.00  204.75     0.00 18026.40    88.04     0.12    0.56   0.22   4.49
sda               0.00     0.67    0.00    1.02     0.00    13.47    13.25     0.02   14.82   7.11   0.72
dm-0              0.00     0.00    0.00    1.68     0.00    13.47     8.00     0.02   14.38   4.30   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8388.62     0.00 67080.67     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1982.42    0.00  248.68     0.00 17608.40    70.81     0.06    0.25   0.11   2.73
sdc               0.00     0.00    0.00    0.12     0.00     1.02     8.71     0.00    0.43   0.43   0.01
sde               0.00  2079.48    0.00  210.00     0.00 18315.87    87.22     0.10    0.48   0.21   4.46
sdd               0.00  1269.17    0.00  197.73     0.00 11735.87    59.35     0.08    0.39   0.17   3.27
sdf               0.00  1991.00    0.00  202.30     0.00 17547.73    86.74     0.12    0.58   0.22   4.54
sda               0.00     0.55    0.00    1.22     0.00    14.13    11.62     0.02   20.34   6.78   0.82
dm-0              0.00     0.00    0.00    1.77     0.00    14.13     8.00     0.04   20.13   4.67   0.82
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8152.77     0.00 65196.27     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2102.97    0.02  260.47     0.13 18646.67    71.59     0.07    0.27   0.12   3.03
sdc               0.00     0.02    0.00    0.33     0.00     2.63     7.90     0.00    0.10   0.05   0.00
sde               0.00  2146.35    0.00  217.88     0.00 18913.87    86.81     0.11    0.51   0.22   4.76
sdd               0.00  1334.18    0.00  208.97     0.00 12345.20    59.08     0.08    0.39   0.16   3.42
sdf               0.00  2109.50    0.00  215.17     0.00 18597.33    86.43     0.12    0.57   0.22   4.69
sda               0.00     0.52    0.00    0.93     0.00    11.60    12.43     0.01   14.02   7.25   0.68
dm-0              0.00     0.00    0.00    1.45     0.00    11.60     8.00     0.02   15.08   4.67   0.68
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.02 8566.75     0.13 68503.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.05  1899.33   28.88  242.85  5199.07 16882.93    81.26     0.07    0.24   0.11   3.12
