Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8465.80     0.00 67700.53     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1961.33    0.00  233.22     0.00 17310.13    74.22     0.06    0.27   0.12   2.75
sdc               0.00     0.02    0.00    0.50     0.00     4.72     9.43     0.00    0.10   0.07   0.00
sde               0.00  2097.98    0.00  217.60     0.00 18522.13    85.12     0.10    0.47   0.20   4.34
sdd               0.00  1251.57    0.00  191.48     0.00 11545.87    60.30     0.08    0.43   0.16   3.12
sdf               0.00  2056.18    0.00  213.50     0.00 18157.60    85.05     0.12    0.56   0.20   4.37
sda               0.00     0.52    0.00    0.95     0.00    11.73    12.35     0.01   13.67   6.89   0.66
dm-0              0.00     0.00    0.00    1.47     0.00    11.73     8.00     0.02   15.30   4.47   0.66
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8195.93     0.00 65538.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2051.05    0.00  252.70     0.00 18180.67    71.95     0.06    0.24   0.11   2.77
sdc               0.00     0.02    0.00    0.23     0.00     1.60     6.86     0.00    0.00   0.00   0.00
sde               0.00  2166.13    0.00  223.53     0.00 19119.87    85.53     0.11    0.48   0.20   4.57
sdd               0.00  1312.88    0.00  206.17     0.00 12152.40    58.94     0.08    0.38   0.16   3.28
sdf               0.00  2118.78    0.00  212.93     0.00 18653.60    87.60     0.11    0.54   0.21   4.40
sda               0.00     0.57    0.00    1.03     0.00    12.80    12.39     0.02   23.37   6.97   0.72
dm-0              0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.04   23.60   4.50   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8516.17     0.00 68101.20     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1805.22    0.00  224.53     0.00 16003.07    71.27     0.06    0.25   0.12   2.59
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  2014.47    0.00  208.47     0.00 17783.47    85.31     0.10    0.49   0.21   4.45
sdd               0.00  1181.53    0.00  181.88     0.00 10907.33    59.97     0.08    0.42   0.18   3.24
sdf               0.00  1894.02    0.00  195.12     0.00 16713.07    85.66     0.11    0.58   0.22   4.28
sda               0.00     0.40    0.00    0.78     0.00     9.47    12.09     0.01   13.98   8.02   0.63
dm-0              0.00     0.00    0.00    1.18     0.00     9.47     8.00     0.02   13.97   5.31   0.63
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7679.28     0.00 61406.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1758.22    0.00  214.72     0.00 15558.67    72.46     0.05    0.25   0.11   2.43
sdc               0.00     0.02    0.00    0.45     0.00     3.95     8.78     0.00    0.07   0.04   0.00
sde               0.00  1952.12    0.00  194.63     0.00 17174.00    88.24     0.10    0.51   0.22   4.31
sdd               0.00  1168.58    0.00  176.70     0.00 10762.27    60.91     0.08    0.43   0.18   3.18
sdf               0.00  1879.35    0.00  195.95     0.00 16602.40    84.73     0.11    0.57   0.21   4.13
sda               0.00     0.70    0.00    1.10     0.00    14.40    13.09     0.02   15.77   6.86   0.76
dm-0              0.00     0.00    0.00    1.80     0.00    14.40     8.00     0.03   16.28   4.19   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7515.17     0.00 60097.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1931.57    0.00  234.42     0.00 17088.00    72.90     0.05    0.23   0.11   2.46
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00  2084.17    0.00  210.78     0.00 18359.60    87.10     0.10    0.48   0.20   4.29
sdd               0.00  1246.57    0.00  186.35     0.00 11463.33    61.52     0.07    0.37   0.16   3.02
sdf               0.00  1981.33    0.00  200.92     0.00 17458.00    86.89     0.11    0.55   0.20   4.10
sda               0.00     0.33    0.00    0.87     0.00     9.60    11.08     0.01   12.75   7.04   0.61
dm-0              0.00     0.00    0.00    1.20     0.00     9.60     8.00     0.02   13.90   5.08   0.61
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8049.50     0.00 64368.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2010.58    0.00  241.83     0.00 17765.07    73.46     0.06    0.25   0.11   2.64
sdc               0.00     0.00    0.00    0.08     0.00     0.72     8.60     0.00    0.00   0.00   0.00
sde               0.00  2166.45    0.00  218.00     0.00 19075.60    87.50     0.10    0.47   0.21   4.48
sdd               0.00  1289.30    0.00  195.32     0.00 11876.93    60.81     0.08    0.39   0.17   3.26
sdf               0.00  2107.93    0.00  210.48     0.00 18547.33    88.12     0.12    0.57   0.22   4.58
sda               0.00     0.50    0.00    1.00     0.00    12.00    12.00     0.01   13.32   7.17   0.72
dm-0              0.00     0.00    0.00    1.50     0.00    12.00     8.00     0.02   14.34   4.78   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8411.60     0.00 67264.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2136.53    0.00  251.35     0.00 18836.40    74.94     0.06    0.25   0.11   2.77
sdc               0.00     0.03    0.00    0.65     0.00     5.60     8.62     0.00    0.31   0.13   0.01
sde               0.00  2267.45    0.00  228.05     0.00 19964.00    87.54     0.11    0.48   0.21   4.76
sdd               0.00  1367.07    0.00  205.95     0.00 12584.13    61.10     0.08    0.40   0.17   3.50
sdf               0.00  2212.20    0.00  215.12     0.00 19418.53    90.27     0.12    0.57   0.22   4.65
sda               0.00     0.57    0.00    0.82     0.00    11.07    13.55     0.01   12.20   7.33   0.60
dm-0              0.00     0.00    0.00    1.38     0.00    11.07     8.00     0.02   13.67   4.34   0.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8854.13     0.00 70803.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2235.98    0.00  262.12     0.00 19711.73    75.20     0.07    0.25   0.11   2.86
sdc               0.00     0.00    0.00    0.10     0.00     0.63     6.33     0.00    0.00   0.00   0.00
sde               0.00  2349.18    0.00  232.58     0.00 20654.13    88.80     0.12    0.50   0.21   4.87
sdd               0.00  1435.77    0.00  212.57     0.00 13186.67    62.04     0.08    0.40   0.17   3.53
sdf               0.00  2291.02    0.00  224.33     0.00 20122.80    89.70     0.13    0.58   0.22   4.91
sda               0.00     0.37    0.00    1.07     0.00    11.47    10.75     0.02   16.31   7.64   0.82
dm-0              0.00     0.00    0.00    1.43     0.00    11.47     8.00     0.02   15.99   5.69   0.82
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9213.17     0.00 73675.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2127.45    0.00  251.77     0.00 18774.53    74.57     0.07    0.26   0.11   2.74
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  2268.68    0.00  227.90     0.00 19972.67    87.64     0.11    0.49   0.21   4.76
sdd               0.00  1334.90    0.00  200.37     0.00 12282.13    61.30     0.08    0.39   0.17   3.38
sdf               0.00  2230.52    0.00  220.13     0.00 19605.20    89.06     0.13    0.59   0.22   4.83
sda               0.00     0.43    0.00    0.92     0.00    10.80    11.78     0.01   14.67   7.65   0.70
dm-0              0.00     0.00    0.00    1.35     0.00    10.80     8.00     0.02   14.77   5.20   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8832.88     0.00 70634.53     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2146.08    0.00  254.00     0.00 18944.27    74.58     0.07    0.28   0.11   2.81
sdc               0.00     0.02    0.00    0.47     0.00     3.97     8.50     0.00    0.07   0.04   0.00
sde               0.00  2270.03    0.00  220.87     0.00 19927.20    90.22     0.11    0.50   0.21   4.69
sdd               0.00  1354.15    0.00  203.30     0.00 12459.60    61.29     0.08    0.40   0.17   3.39
sdf               0.00  2221.30    0.00  216.55     0.00 19502.80    90.06     0.12    0.57   0.21   4.60
sda               0.00     0.73    0.00    1.05     0.00    14.27    13.59     0.02   14.79   6.57   0.69
dm-0              0.00     0.00    0.00    1.78     0.00    14.27     8.00     0.03   15.18   3.88   0.69
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8857.68     0.00 70833.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2232.07    0.00  265.65     0.00 19714.67    74.21     0.07    0.26   0.11   3.05
sdc               0.00     0.00    0.00    0.10     0.00     0.98     9.83     0.00    0.00   0.00   0.00
sde               0.00  2373.72    0.00  231.83     0.00 20844.40    89.91     0.11    0.49   0.21   4.96
sdd               0.00  1421.30    0.00  218.92     0.00 13121.73    59.94     0.08    0.38   0.16   3.57
sdf               0.00  2320.48    0.00  226.50     0.00 20375.87    89.96     0.13    0.56   0.21   4.82
sda               0.00     0.37    0.00    0.82     0.00     9.47    11.59     0.01   13.10   7.43   0.61
dm-0              0.00     0.00    0.00    1.18     0.00     9.47     8.00     0.02   14.35   5.13   0.61
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9260.88     0.00 74056.67     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2229.07    0.00  262.40     0.00 19666.40    74.95     0.07    0.28   0.12   3.14
sdc               0.00     0.02    0.00    0.27     0.00     2.00     7.50     0.00    0.19   0.19   0.01
sde               0.00  2294.47    0.00  227.38     0.00 20174.80    88.73     0.11    0.49   0.21   4.83
sdd               0.00  1383.52    0.00  211.02     0.00 12756.27    60.45     0.08    0.40   0.17   3.51
sdf               0.00  2263.43    0.00  221.48     0.00 19879.33    89.76     0.13    0.57   0.22   4.82
sda               0.00     0.42    0.00    0.80     0.00     9.73    12.17     0.01   10.79   6.85   0.55
dm-0              0.00     0.00    0.00    1.22     0.00     9.73     8.00     0.01   11.79   4.51   0.55
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9063.17     0.00 72476.80     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2144.13    0.00  254.02     0.00 18927.07    74.51     0.06    0.26   0.12   2.95
sdc               0.00     0.03    0.00    0.45     0.00     3.95     8.78     0.00    0.07   0.04   0.00
sde               0.00  2284.90    0.00  223.47     0.00 20066.93    89.80     0.11    0.50   0.21   4.79
sdd               0.00  1369.13    0.00  204.47     0.00 12588.80    61.57     0.09    0.42   0.17   3.56
sdf               0.00  2244.68    0.00  222.33     0.00 19736.13    88.77     0.13    0.58   0.22   4.82
sda               0.00     0.53    0.00    1.10     0.00    13.07    11.88     0.02   16.14   7.15   0.79
dm-0              0.00     0.00    0.00    1.63     0.00    13.07     8.00     0.03   17.52   4.82   0.79
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8918.27     0.00 71318.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2113.62    0.00  251.83     0.00 18675.20    74.16     0.07    0.27   0.11   2.86
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00  2192.65    0.00  216.77     0.00 19275.33    88.92     0.11    0.50   0.21   4.63
sdd               0.00  1320.67    0.00  202.95     0.00 12188.93    60.06     0.08    0.38   0.16   3.24
sdf               0.00  2085.62    0.00  205.68     0.00 18330.40    89.12     0.12    0.58   0.22   4.50
sda               0.00     0.53    0.00    0.98     0.00    12.13    12.34     0.01   12.83   7.27   0.71
dm-0              0.00     0.00    0.00    1.52     0.00    12.13     8.00     0.02   14.59   4.71   0.71
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8562.17     0.00 68469.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2083.63    0.00  243.62     0.00 18363.60    75.38     0.07    0.28   0.12   2.98
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  2211.53    0.00  211.83     0.00 19386.93    91.52     0.11    0.52   0.23   4.82
sdd               0.00  1336.08    0.00  205.30     0.00 12331.07    60.06     0.08    0.40   0.17   3.54
sdf               0.00  2093.17    0.00  204.30     0.00 18379.73    89.96     0.12    0.58   0.23   4.66
sda               0.00     0.33    0.00    0.92     0.00    10.00    10.91     0.01   14.87   7.91   0.72
dm-0              0.00     0.00    0.00    1.25     0.00    10.00     8.00     0.02   15.89   5.80   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8560.97     0.00 68461.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2097.23    0.00  253.70     0.00 18555.20    73.14     0.07    0.26   0.11   2.85
sdc               0.00     0.03    0.00    0.50     0.00     4.73     9.47     0.00    0.00   0.00   0.00
sde               0.00  2211.93    0.00  211.22     0.00 19385.20    91.78     0.11    0.50   0.22   4.62
sdd               0.00  1328.68    0.00  204.80     0.00 12267.87    59.90     0.08    0.38   0.16   3.28
sdf               0.00  2141.05    0.00  209.45     0.00 18804.00    89.78     0.12    0.59   0.22   4.65
sda               0.00     0.57    0.00    1.20     0.00    14.13    11.78     0.02   15.51   6.76   0.81
dm-0              0.00     0.00    0.00    1.77     0.00    14.13     8.00     0.03   15.25   4.59   0.81
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8629.77     0.00 69012.27     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2211.05    0.00  259.37     0.00 19498.80    75.18     0.07    0.26   0.11   2.98
sdc               0.00     0.02    0.00    0.23     0.00     1.60     6.86     0.00    0.00   0.00   0.00
sde               0.00  2338.13    0.00  223.68     0.00 20494.53    91.62     0.11    0.48   0.22   4.83
sdd               0.00  1401.73    0.00  216.95     0.00 12949.47    59.69     0.08    0.38   0.16   3.52
sdf               0.00  2290.45    0.00  216.30     0.00 20054.00    92.71     0.12    0.55   0.22   4.69
sda               0.00     0.37    0.00    1.05     0.00    11.33    10.79     0.01   14.11   7.10   0.74
dm-0              0.00     0.00    0.00    1.42     0.00    11.33     8.00     0.02   14.71   5.26   0.74
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9128.00     0.00 72996.80     8.00     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.11  2591.40 1535.36 1410.94 20641.85 20700.08    14.03     1.07    0.37   0.04  12.86
sdc               0.03     0.02    0.08    0.24     1.00    10.90    36.85     0.00    0.91   0.49   0.02
sde               0.02  1493.75 1535.46 1192.57 20710.60 20629.81    15.15     0.67    0.25   0.05  12.40
sdd               0.03  1228.46 1534.64 1189.20 20267.53 19503.81    14.60     0.67    0.25   0.05  12.29
sdf               0.02  1223.26 1534.62 1160.15 20255.99 19423.64    14.72     1.07    0.40   0.05  13.13
sda               0.10     1.89    0.32    1.09    13.51    23.84    26.44     0.07   47.14   5.17   0.73
dm-0              0.00     0.00    0.37    2.98    13.36    23.84    11.09     0.26   77.36   2.17   0.73
dm-1              0.00     0.00    0.00    0.00     0.02     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.01     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 6138.57 7662.28 81104.06 74283.51    11.26     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1378.58    0.00   89.23     0.00 11514.00   129.03     0.02    0.28   0.14   1.29
sdc               0.00     0.02    0.00    0.77     0.00   356.40   464.87     0.00    4.89   0.54   0.04
sde               0.00  1453.22    0.00   53.65     0.00 12054.93   224.70     0.05    0.93   0.44   2.38
sdd               0.00  1288.68    0.00   59.90     0.00 10788.67   180.11     0.05    0.76   0.37   2.21
sdf               0.00  1377.92    0.00   50.53     0.00 11427.60   226.14     0.05    1.05   0.50   2.51
sda               0.00    98.02    0.00    2.17     0.00   801.47   369.91     0.05   22.05   6.42   1.39
dm-0              0.00     0.00    0.00  100.18     0.00   801.47     8.00     2.68   26.74   0.14   1.39
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5726.02     0.00 45785.20     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2114.32    0.00  123.48     0.00 17677.07   143.15     0.04    0.31   0.15   1.88
sdc               0.00     0.17    0.00    0.80     0.00     7.23     9.04     0.00    0.02   0.02   0.00
sde               0.00  2228.12    0.00   74.98     0.00 18424.80   245.72     0.08    1.05   0.47   3.52
sdd               0.00  1904.53    0.00   72.53     0.00 15816.53   218.06     0.06    0.89   0.41   2.97
sdf               0.00  2153.18    0.00   76.13     0.00 17834.53   234.25     0.08    1.04   0.45   3.45
sda               0.00     0.67    0.00    1.12     0.00    14.27    12.78     0.02   16.55   7.58   0.85
dm-0              0.00     0.00    0.00    1.78     0.00    14.27     8.00     0.03   17.25   4.75   0.85
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8721.47     0.00 69752.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2262.92    0.00  155.02     0.00 19035.60   122.80     0.04    0.25   0.13   2.04
sdc               0.00     0.02    0.00    0.48     0.00     4.10     8.48     0.00    0.10   0.07   0.00
sde               0.00  2325.00    0.00  102.65     0.00 19421.20   189.20     0.09    0.84   0.41   4.17
sdd               0.00  1847.02    0.00   98.82     0.00 15566.67   157.53     0.07    0.70   0.33   3.30
sdf               0.00  2251.83    0.00   96.38     0.00 18785.73   194.91     0.09    0.91   0.41   3.94
sda               0.00     0.47    0.00    0.97     0.00    11.47    11.86     0.02   16.59   8.21   0.79
dm-0              0.00     0.00    0.00    1.43     0.00    11.47     8.00     0.03   18.95   5.53   0.79
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9102.85     0.00 72809.20     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1487.02    0.00  159.02     0.00 12933.07    81.33     0.04    0.26   0.12   1.90
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  1612.88    0.00  129.92     0.00 13942.40   107.32     0.08    0.59   0.27   3.57
sdd               0.00  1130.25    0.00  120.52     0.00 10006.13    83.03     0.06    0.49   0.23   2.75
sdf               0.00  1513.15    0.00  124.97     0.00 13104.93   104.87     0.08    0.64   0.27   3.37
sda               0.00     0.50    0.00    1.17     0.00    13.33    11.43     0.02   16.09   7.33   0.86
dm-0              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.03   16.38   5.13   0.86
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6253.35     0.00 49986.53     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1149.23    0.00  135.22     0.00 10080.53    74.55     0.03    0.26   0.12   1.59
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1298.92    0.00  118.20     0.00 11336.93    95.91     0.06    0.54   0.24   2.87
sdd               0.00   863.50    0.00  102.03     0.00  7724.27    75.70     0.05    0.47   0.21   2.10
sdf               0.00  1213.27    0.00  111.32     0.00 10596.67    95.19     0.07    0.64   0.26   2.90
sda               0.00     0.33    0.00    0.85     0.00     9.47    11.14     0.01   12.02   6.94   0.59
dm-0              0.00     0.00    0.00    1.18     0.00     9.47     8.00     0.01   12.23   4.99   0.59
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 4971.93     0.00 39738.40     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1162.88    0.00  143.08     0.00 10252.53    71.65     0.03    0.24   0.11   1.60
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.08   0.08   0.00
sde               0.00  1338.03    0.00  128.68     0.00 11732.53    91.17     0.07    0.53   0.22   2.89
sdd               0.00   881.68    0.00  108.48     0.00  7920.40    73.01     0.05    0.45   0.20   2.12
sdf               0.00  1265.27    0.00  121.18     0.00 11091.60    91.53     0.08    0.68   0.25   3.04
sda               0.00     0.60    0.00    0.82     0.00    11.33    13.88     0.01   12.02   6.57   0.54
dm-0              0.00     0.00    0.00    1.42     0.00    11.33     8.00     0.02   12.60   3.79   0.54
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5131.28     0.00 41014.13     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1077.70    0.00  131.53     0.00  9498.40    72.21     0.03    0.26   0.12   1.61
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  1244.48    0.00  120.95     0.00 10924.67    90.32     0.07    0.57   0.23   2.75
sdd               0.00   835.42    0.00   98.87     0.00  7475.20    75.61     0.05    0.47   0.21   2.09
sdf               0.00  1156.22    0.00  112.27     0.00 10147.87    90.39     0.07    0.65   0.25   2.78
sda               0.00     0.42    0.00    0.93     0.00    10.80    11.57     0.01   14.07   7.52   0.70
dm-0              0.00     0.00    0.00    1.35     0.00    10.80     8.00     0.02   13.62   5.20   0.70
